Complex,E2_gene_name,E3_gene_name,E2_uniprot,E3_uniprot,UB_I44_E2_distance(angstrom),Ub_Cterm_Cys_distance(angstrom),dG_AB,dG_AC,dG_BC,dSASA_AB,dSASA_AC,dSASA_BC,dSASA_hphobic_AB,dSASA_hphobic_AC,dSASA_hphobic_BC,dSASA_polar_AB,dSASA_polar_AC,dSASA_polar_BC,ipSAE_AB,ipSAE_AC,ipSAE_BC,linchpin,maxPAE_AB,maxPAE_AC,maxPAE_BC,meanPAE_AB,meanPAE_AC,meanPAE_BC,minPAE_AB,minPAE_AC,minPAE_BC,n_hbonds_AB,n_hbonds_AC,n_hbonds_BC,n_res_AB,n_res_AC,n_res_BC,pDockQ2_AB,pDockQ2_AC,pDockQ2_BC,pDockQ_AB,pDockQ_AC,pDockQ_BC,unsat_hbonds_AB,unsat_hbonds_AC,unsat_hbonds_BC,set_id,predicted_probability,predicted_label
UB-UBE2D2-RNF4,UBE2D2,RNF4,P62837,P78317,7.24185037612915,3.996795177459717,-57.334,-76.166,-53.028,1670.176,2884.459,2323.443,966.047,1560.455,1246.928,704.129,1324.004,1076.515,0.76571,0.650845,0.794787,True,16.36,4.24,8.86,3.33,2.11,1.81,1.28,1.23,1.01,11.0,16.0,9.0,62.0,111.0,100.0,0.7575,0.7755,0.8595,0.573,0.1044,0.3161,3.0,14.0,16.0,training-validation_set_pair,0.9985551,pair
UB-UBE2D2-XIAP,UBE2D2,XIAP,P62837,P98170,7.144931793212891,3.933945894241333,-46.478,-65.217,-57.207,1986.971,2882.599,2613.105,1125.084,1630.007,1362.846,861.887,1252.592,1250.259,0.714816,0.545309,0.763782,False,19.95,5.39,9.02,4.0,2.69,1.96,1.53,1.68,1.12,8.0,14.0,12.0,73.0,111.0,106.0,0.647,0.5663,0.8454,0.496,0.1211,0.2662,4.0,9.0,10.0,training-validation_set_pair,0.9784848,pair
UB-UBE2D2-MDM2,UBE2D2,MDM2,P62837,Q00987,7.372565746307373,4.10029935836792,-38.142,-63.699,-54.21,1805.889,2819.023,2369.699,1056.383,1560.397,1254.793,749.506,1258.627,1114.906,0.773337,0.630427,0.73057,True,19.98,5.05,11.62,4.01,2.49,2.07,1.27,1.3,1.19,6.0,14.0,12.0,63.0,110.0,101.0,0.6842,0.7452,0.8429,0.5308,0.1359,0.29,4.0,18.0,20.0,training-validation_set_pair,0.98110366,pair
UB-UBE2D2-TRIM32,UBE2D2,TRIM32,P62837,Q13049,7.251023769378662,4.240033149719238,-41.916,-66.787,-48.586,2189.414,3215.915,2440.137,1210.522,1787.519,1381.855,978.892,1428.395,1058.281,0.509898,0.342385,0.625209,False,20.81,12.62,11.13,5.52,5.08,2.63,2.21,2.29,1.57,13.0,15.0,12.0,75.0,119.0,102.0,0.4584,0.3758,0.4964,0.4617,0.1083,0.2048,4.0,15.0,17.0,training-validation_set_pair,0.86290395,pair
UB-UBE2D2-CBLB,UBE2D2,CBLB,P62837,Q13191,7.235962867736816,3.976970911026001,-52.602,-73.2,-60.436,2114.519,2994.312,2605.025,1208.787,1639.956,1449.427,905.732,1354.357,1155.598,0.773767,0.690838,0.773983,True,15.45,7.86,11.79,3.2,2.73,2.64,1.27,1.17,1.01,9.0,13.0,12.0,82.0,123.0,106.0,0.7797,0.7613,0.8073,0.5821,0.1746,0.311,7.0,19.0,20.0,training-validation_set_pair,0.96112293,pair
UB-UBE2D2-TRIM28,UBE2D2,TRIM28,P62837,Q13263,7.867782592773437,5.065863609313965,65.693,42.828,-11.873,2119.43,3218.002,2346.082,1351.533,2007.676,1210.71,767.897,1210.327,1135.372,0.022024,0.0,0.013006,False,23.14,22.16,24.83,13.27,17.87,16.37,5.58,15.01,10.53,3.0,11.0,8.0,74.0,119.0,91.0,0.0376,0.0115,0.0145,0.1867,0.0337,0.0583,28.0,27.0,24.0,training-validation_set_pair,0.047661398,nonpair
UB-UBE2D2-BIRC3,UBE2D2,BIRC3,P62837,Q13489,7.165867805480957,3.984476804733277,-51.49,-69.165,-59.693,1864.831,2912.829,2430.608,996.878,1508.825,1167.136,867.953,1404.004,1263.472,0.715948,0.645307,0.769157,True,18.27,5.66,9.88,3.64,2.45,1.96,1.47,1.25,1.1,10.0,16.0,14.0,66.0,112.0,101.0,0.7009,0.773,0.877,0.51,0.1437,0.3045,6.0,19.0,18.0,training-validation_set_pair,0.99598324,pair
UB-UBE2D2-BIRC2,UBE2D2,BIRC2,P62837,Q13490,7.212532043457031,4.025722980499268,-50.902,-64.519,-61.097,2461.845,2845.141,3004.303,1306.954,1562.253,1448.027,1154.891,1282.888,1556.275,0.719227,0.635508,0.764273,True,17.84,19.75,8.52,3.57,7.17,1.91,1.47,1.28,1.12,13.0,16.0,17.0,89.0,113.0,123.0,0.7174,0.2123,0.8747,0.5136,0.2424,0.3149,7.0,15.0,17.0,training-validation_set_pair,0.9745977,pair
UB-UBE2D2-TRIM25,UBE2D2,TRIM25,P62837,Q14258,7.266345024108887,3.9988181591033936,-49.031,-65.698,-56.351,2047.872,2925.044,2551.751,1137.143,1651.538,1275.978,910.729,1273.506,1275.773,0.774469,0.670137,0.812126,True,15.66,15.54,9.52,3.4,2.91,1.72,1.27,1.03,0.97,7.0,12.0,11.0,70.0,114.0,105.0,0.758,0.7202,0.8906,0.5695,0.2,0.3077,3.0,13.0,15.0,training-validation_set_pair,0.999175,pair
UB-UBE2D2-HLTF,UBE2D2,HLTF,P62837,Q14527,7.320736885070801,3.979324102401733,-50.333,-71.37,-53.03,2364.306,2896.311,3077.753,1241.912,1554.054,1665.344,1122.394,1342.257,1412.409,0.714568,0.58699,0.735668,False,20.36,23.11,10.8,4.28,8.22,2.12,1.49,1.42,1.18,11.0,13.0,10.0,85.0,113.0,124.0,0.641,0.1224,0.8299,0.5405,0.131,0.2469,8.0,19.0,23.0,training-validation_set_nonpair,0.99289685,pair
UB-UBE2D2-MEX3C,UBE2D2,MEX3C,P62837,Q5U5Q3,7.175792694091797,3.96370792388916,-40.49,-62.791,-54.19,1630.718,2801.844,2329.637,992.222,1642.106,1310.522,638.496,1159.737,1019.114,0.739827,0.630817,0.730941,False,21.48,4.4,10.02,4.0,2.13,2.04,1.41,1.23,1.17,4.0,10.0,8.0,64.0,111.0,96.0,0.6475,0.7747,0.8373,0.5096,0.1112,0.2524,6.0,18.0,19.0,training-validation_set_pair,0.85663855,pair
UB-UBE2D2-RNF111,UBE2D2,RNF111,P62837,Q6ZNA4,7.374731540679932,4.015052318572998,-52.729,-69.387,-59.962,2126.435,2933.375,2662.785,1076.905,1600.154,1509.156,1049.53,1333.221,1153.629,0.720128,0.608581,0.729735,True,17.31,22.0,27.31,3.59,3.99,3.36,1.44,1.34,1.24,10.0,12.0,10.0,75.0,115.0,111.0,0.6988,0.5246,0.7694,0.5468,0.1458,0.2686,6.0,20.0,19.0,training-validation_set_pair,0.9960139,pair
UB-UBE2D2-ARK2C,UBE2D2,ARK2C,P62837,Q6ZSG1,7.303781509399414,3.957787990570069,-57.035,-77.549,-60.96,1916.005,2930.593,2464.504,1019.422,1580.791,1310.095,896.583,1349.802,1154.409,0.731154,0.607059,0.725213,True,15.13,4.9,9.45,3.33,2.53,2.01,1.32,1.33,1.22,9.0,13.0,10.0,70.0,114.0,107.0,0.7288,0.626,0.8297,0.5548,0.1271,0.2698,9.0,15.0,18.0,training-validation_set_pair,0.9692718,pair
UB-UBE2D2-SYVN1,UBE2D2,SYVN1,P62837,Q86TM6,7.313803195953369,4.363951206207275,-57.505,-77.044,-65.517,1999.553,3026.608,2483.742,1014.923,1636.373,1274.371,984.63,1390.234,1209.371,0.777473,0.657851,0.762082,True,19.55,13.56,9.52,3.52,2.6,2.0,1.24,1.22,1.13,14.0,17.0,13.0,65.0,111.0,101.0,0.721,0.7536,0.8393,0.5364,0.14,0.2542,5.0,22.0,22.0,training-validation_set_pair,0.99750745,pair
UB-UBE2D2-SIAH1,UBE2D2,SIAH1,P62837,Q8IUQ4,7.180710315704346,4.042024612426758,-44.892,-65.588,-55.465,1748.893,2806.568,2447.607,999.111,1591.362,1244.942,749.782,1215.206,1202.665,0.793766,0.70813,0.787044,True,17.03,3.75,9.35,3.14,1.8,1.87,1.19,1.05,1.01,9.0,12.0,13.0,64.0,111.0,101.0,0.777,0.84,0.8317,0.5779,0.1572,0.2523,3.0,11.0,10.0,training-validation_set_pair,0.8342902,pair
UB-UBE2D2-RNF168,UBE2D2,RNF168,P62837,Q8IYW5,7.279280662536621,4.043426513671875,-53.511,-70.633,-57.266,2081.307,3001.818,2601.971,1236.705,1657.028,1345.29,844.601,1344.79,1256.681,0.770063,0.688173,0.784381,True,18.66,23.47,8.93,3.64,3.76,2.0,1.27,1.18,0.99,10.0,13.0,11.0,73.0,113.0,106.0,0.7284,0.6092,0.8394,0.5552,0.1373,0.3478,4.0,11.0,12.0,training-validation_set_pair,0.9973665,pair
UB-UBE2D2-ZNRF1,UBE2D2,ZNRF1,P62837,Q8ND25,7.1808953285217285,4.877941131591797,-46.848,-78.093,-54.473,1751.029,2938.202,2365.523,961.378,1625.83,1224.884,789.651,1312.372,1140.639,0.566614,0.387948,0.718143,False,18.58,15.29,9.75,4.6,4.36,2.35,1.78,2.28,1.27,9.0,11.0,10.0,65.0,113.0,95.0,0.508,0.425,0.7661,0.4546,0.0678,0.2658,2.0,16.0,18.0,training-validation_set_pair,0.7804932,pair
UB-UBE2D2-PJA1,UBE2D2,PJA1,P62837,Q8NG27,7.265175819396973,3.983861923217773,-48.572,-69.411,-58.226,1936.677,2928.628,2518.753,1058.53,1633.172,1318.312,878.147,1295.456,1200.441,0.785321,0.68925,0.769011,True,15.33,23.08,9.07,3.09,3.17,1.88,1.21,1.09,1.06,7.0,11.0,8.0,69.0,116.0,104.0,0.7855,0.6218,0.8562,0.5822,0.1512,0.3156,5.0,15.0,16.0,training-validation_set_pair,0.99576026,pair
UB-UBE2D2-ZNRF2,UBE2D2,ZNRF2,P62837,Q8NHG8,7.247463703155518,4.3174567222595215,-37.232,-67.339,-39.119,1570.719,2900.53,2187.934,955.036,1698.775,1217.244,615.683,1201.755,970.69,0.581696,0.380938,0.729966,False,19.64,6.74,12.23,4.81,4.1,2.41,2.07,2.9,1.27,5.0,11.0,6.0,61.0,111.0,91.0,0.5443,0.3537,0.7764,0.4948,0.0469,0.2824,4.0,21.0,20.0,training-validation_set_pair,0.961431,pair
UB-UBE2D2-COP1,UBE2D2,COP1,P62837,Q8NHY2,7.326724529266357,4.049190521240234,-55.815,-71.022,-56.301,1862.582,2948.307,2504.573,919.611,1424.542,1209.651,942.971,1523.766,1294.921,0.782096,0.645353,0.799985,False,18.03,24.62,8.56,3.61,3.35,1.83,1.22,1.05,1.02,9.0,12.0,9.0,66.0,111.0,105.0,0.7482,0.7052,0.8698,0.5675,0.1801,0.2508,6.0,15.0,18.0,training-validation_set_pair,0.9976827,pair
UB-UBE2D2-LNX1,UBE2D2,LNX1,P62837,Q8TBB1,7.240354061126709,3.9910600185394287,-58.069,-77.309,-59.642,2347.29,3262.87,2550.37,1242.051,1713.433,1265.443,1105.239,1549.437,1284.927,0.781421,0.651063,0.794537,True,17.42,5.0,10.01,3.23,2.39,2.04,1.22,1.31,1.02,11.0,14.0,13.0,75.0,122.0,102.0,0.7707,0.7697,0.8485,0.5739,0.1536,0.301,12.0,21.0,19.0,training-validation_set_pair,0.99190253,pair
UB-UBE2D2-DTX3L,UBE2D2,DTX3L,P62837,Q8TDB6,7.278230667114258,4.150161266326904,-53.926,-80.163,-52.949,1692.682,2901.378,2254.691,973.53,1585.613,1188.161,719.151,1315.765,1066.53,0.747326,0.648753,0.772508,False,20.73,5.86,8.88,4.37,2.31,1.81,1.37,1.17,1.11,8.0,16.0,10.0,61.0,109.0,96.0,0.6214,0.773,0.8665,0.5156,0.1201,0.2607,6.0,15.0,17.0,training-validation_set_pair,0.99334407,pair
UB-UBE2D2-MYLIP,UBE2D2,MYLIP,P62837,Q8WY64,7.291259765625,4.037017345428467,-42.114,-65.236,-60.547,1681.56,2894.349,2319.198,959.341,1599.691,1251.73,722.219,1294.657,1067.467,0.755405,0.627394,0.743194,True,12.14,5.42,10.12,3.23,2.57,2.11,1.14,1.23,1.14,9.0,12.0,11.0,65.0,114.0,98.0,0.7636,0.7576,0.8561,0.5768,0.141,0.248,6.0,21.0,19.0,training-validation_set_pair,0.9812921,pair
UB-UBE2D2-RFFL,UBE2D2,RFFL,P62837,Q8WZ73,7.276400089263916,4.378382205963135,-56.523,-76.553,-58.064,1829.857,2879.561,2347.653,1065.012,1649.322,1303.427,764.845,1230.239,1044.226,0.733617,0.554583,0.742819,True,22.14,17.91,8.8,4.67,3.35,1.99,1.41,1.32,1.21,9.0,12.0,9.0,62.0,111.0,97.0,0.5796,0.7132,0.8309,0.4885,0.1144,0.2626,5.0,25.0,24.0,training-validation_set_pair,0.9720839,pair
UB-UBE2D2-TRIM63,UBE2D2,TRIM63,P62837,Q969Q1,7.207996368408203,4.09159517288208,-52.185,-70.024,-58.066,1980.887,2890.596,2597.765,1053.817,1595.988,1318.812,927.07,1294.608,1278.953,0.767657,0.652871,0.772466,True,17.86,12.71,9.36,3.58,2.71,1.9,1.3,1.12,1.08,12.0,14.0,12.0,70.0,111.0,105.0,0.735,0.7572,0.8671,0.5591,0.2061,0.3103,7.0,20.0,22.0,training-validation_set_pair,0.98468345,pair
UB-UBE2D2-MUL1,UBE2D2,MUL1,P62837,Q969V5,7.188759803771973,4.093987464904785,-48.708,-71.028,-56.686,1928.412,2929.57,2450.911,1191.171,1666.272,1339.005,737.241,1263.297,1111.905,0.744899,0.587257,0.760116,True,18.02,20.55,10.58,3.47,4.52,1.96,1.39,1.57,1.08,6.0,13.0,11.0,67.0,116.0,102.0,0.7257,0.4986,0.8478,0.5503,0.1161,0.3322,5.0,17.0,17.0,training-validation_set_pair,0.988497,pair
UB-UBE2D2-RNF25,UBE2D2,RNF25,P62837,Q96BH1,7.220714092254639,3.992842197418213,-46.826,-70.993,-58.302,2184.684,3280.473,2461.899,1132.957,1706.564,1340.388,1051.726,1573.91,1121.511,0.787783,0.615482,0.720695,True,14.51,12.02,11.26,3.04,3.05,2.04,1.2,1.25,1.23,11.0,14.0,11.0,73.0,120.0,104.0,0.7876,0.6775,0.6523,0.5828,0.1532,0.2575,4.0,17.0,17.0,training-validation_set_pair,0.9971234,pair
UB-UBE2D2-BIRC7,UBE2D2,BIRC7,P62837,Q96CA5,7.142331600189209,4.111827850341797,-44.087,-68.052,-56.593,1898.312,2802.423,2508.794,1079.995,1578.478,1366.17,818.317,1223.945,1142.623,0.745483,0.665191,0.772777,True,20.64,9.26,9.23,4.22,3.1,1.84,1.42,1.12,1.08,8.0,13.0,11.0,60.0,106.0,100.0,0.6278,0.6462,0.8641,0.4812,0.1389,0.2233,4.0,15.0,16.0,training-validation_set_pair,0.9291781,pair
UB-UBE2D2-CHFR,UBE2D2,CHFR,P62837,Q96EP1,7.170743465423584,4.008044719696045,-58.862,-81.682,-65.575,2118.035,3073.119,2570.751,1002.114,1565.042,1359.557,1115.921,1508.077,1211.195,0.771939,0.676987,0.775915,True,12.43,4.97,9.29,3.11,2.19,1.87,1.19,1.06,1.09,12.0,19.0,13.0,72.0,119.0,103.0,0.7705,0.7904,0.8447,0.5952,0.1813,0.2952,8.0,22.0,21.0,training-validation_set_pair,0.9985543,pair
UB-UBE2D2-RNF170,UBE2D2,RNF170,P62837,Q96K19,7.274283409118652,4.096151351928711,-59.192,-78.397,-66.809,2099.294,2986.967,2627.815,1269.174,1733.358,1336.49,830.12,1253.609,1291.326,0.784881,0.727469,0.809049,True,14.23,13.77,9.45,2.99,2.74,1.85,1.15,0.99,0.99,9.0,13.0,14.0,72.0,114.0,108.0,0.8064,0.7168,0.8532,0.588,0.2118,0.3281,5.0,16.0,16.0,training-validation_set_pair,0.6508245,pair
UB-UBE2D2-RCHY1,UBE2D2,RCHY1,P62837,Q96PM5,7.2934136390686035,4.058505535125732,-57.493,-74.098,-63.504,2089.476,2920.023,2717.798,1287.334,1603.87,1438.11,802.143,1316.153,1279.688,0.767897,0.63892,0.765006,False,19.67,7.1,9.95,3.78,2.56,2.05,1.25,1.32,1.11,7.0,14.0,11.0,74.0,111.0,112.0,0.7139,0.7339,0.8144,0.5428,0.2675,0.313,8.0,14.0,17.0,training-validation_set_pair,0.9959317,pair
UB-UBE2D2-RNF2,UBE2D2,RNF2,P62837,Q99496,7.284152030944824,4.253695487976074,-57.815,-78.131,-60.135,2248.589,3193.822,2511.041,1136.207,1623.84,1257.173,1112.382,1569.982,1253.867,0.753484,0.634333,0.790311,True,19.94,17.17,23.92,4.13,3.38,3.64,1.34,1.2,1.06,10.0,15.0,11.0,77.0,118.0,106.0,0.6695,0.6264,0.7523,0.5182,0.1905,0.2959,4.0,15.0,16.0,training-validation_set_pair,0.9993839,pair
UB-UBE2D2-RNF5,UBE2D2,RNF5,P62837,Q99942,7.318979740142822,4.247824668884277,-43.914,-68.725,-50.08,1876.499,3058.528,2423.467,1045.307,1649.246,1288.886,831.192,1409.282,1134.581,0.774451,0.652961,0.789319,False,24.55,3.28,7.91,3.86,1.94,1.83,1.3,1.18,1.05,7.0,13.0,8.0,61.0,112.0,100.0,0.6933,0.7876,0.8599,0.5578,0.1557,0.2599,6.0,21.0,18.0,training-validation_set_pair,0.99781215,pair
UB-UBE2D2-RNF126,UBE2D2,RNF126,P62837,Q9BV68,7.233479976654053,4.195093154907227,-46.93,-68.416,-52.686,2020.696,2919.298,2549.628,1108.515,1617.798,1344.941,912.181,1301.5,1204.686,0.771107,0.667069,0.767747,True,20.44,6.57,21.56,3.87,2.63,2.88,1.26,1.14,1.08,7.0,12.0,9.0,67.0,112.0,100.0,0.7023,0.7148,0.8152,0.5415,0.1925,0.2446,12.0,17.0,19.0,training-validation_set_pair,0.997531,pair
UB-UBE2D2-TRIM62,UBE2D2,TRIM62,P62837,Q9BVG3,7.208663463592529,3.991856575012207,-48.668,-65.193,-58.375,2129.866,3014.143,2680.387,1090.646,1561.394,1351.59,1039.22,1452.75,1328.797,0.772005,0.561115,0.763912,True,17.12,24.42,10.45,3.34,4.33,2.23,1.29,1.31,1.11,9.0,13.0,10.0,74.0,113.0,108.0,0.75,0.5378,0.8005,0.5768,0.1782,0.2818,7.0,17.0,20.0,training-validation_set_pair,0.9992754,pair
UB-UBE2D2-TRIM5,UBE2D2,TRIM5,P62837,Q9C035,7.202608108520508,3.95037841796875,-42.19,-61.094,-65.322,2030.363,2986.023,2585.25,1214.338,1711.481,1445.042,816.025,1274.542,1140.208,0.74041,0.592038,0.769222,True,13.74,11.52,9.85,3.36,2.97,2.21,1.34,1.23,1.05,10.0,16.0,12.0,71.0,115.0,107.0,0.74,0.7115,0.7666,0.5815,0.2032,0.2718,4.0,21.0,22.0,training-validation_set_pair,0.9821478,pair
UB-UBE2D2-MKRN2,UBE2D2,MKRN2,P62837,Q9H000,7.276012420654297,3.8964691162109375,-49.15,-71.304,-43.88,1976.937,3185.061,2282.022,1190.017,1741.084,1256.449,786.92,1443.977,1025.574,0.76421,0.651293,0.787394,False,20.22,3.96,10.28,3.92,2.05,1.96,1.31,1.09,1.01,5.0,11.0,6.0,69.0,115.0,98.0,0.6828,0.7886,0.8689,0.536,0.1334,0.354,6.0,19.0,18.0,training-validation_set_nonpair,0.9991948,pair
UB-UBE2D2-RNF38,UBE2D2,RNF38,P62837,Q9H0F5,7.297035694122314,4.213976860046387,-48.209,-65.78,-59.373,1909.88,2909.664,2470.701,1069.106,1676.53,1303.641,840.774,1233.134,1167.061,0.779528,0.702847,0.779236,True,19.97,4.24,8.88,3.73,1.96,1.74,1.24,1.06,1.05,6.0,11.0,9.0,67.0,111.0,103.0,0.7051,0.8124,0.8887,0.5337,0.1748,0.247,5.0,13.0,15.0,training-validation_set_pair,0.99786025,pair
UB-UBE2D2-RNF167,UBE2D2,RNF167,P62837,Q9H6Y7,7.334805011749268,3.902900218963623,-50.375,-66.56,-52.64,1853.316,2950.18,2403.877,1020.665,1485.771,1270.056,832.651,1464.409,1133.821,0.770164,0.657103,0.794873,False,19.81,3.85,8.87,3.77,1.97,1.84,1.27,1.22,1.03,10.0,14.0,8.0,62.0,109.0,100.0,0.7127,0.8059,0.8826,0.5562,0.1745,0.281,7.0,20.0,18.0,training-validation_set_pair,0.99448264,pair
UB-UBE2D2-TRIM39,UBE2D2,TRIM39,P62837,Q9HCM9,7.216884136199951,4.184988498687744,-58.939,-84.466,-76.517,2220.074,3078.556,2686.708,1316.378,1763.401,1447.599,903.696,1315.155,1239.109,0.749416,0.647197,0.799728,True,12.52,5.74,9.72,3.13,2.58,1.66,1.13,1.17,0.98,8.0,16.0,18.0,72.0,114.0,108.0,0.7681,0.7604,0.8989,0.5793,0.2179,0.2892,8.0,18.0,21.0,training-validation_set_pair,0.9957475,pair
UB-UBE2D2-RLIM,UBE2D2,RLIM,P62837,Q9NVW2,7.19896936416626,4.302900791168213,-48.008,-72.762,-57.205,1873.933,2973.029,2451.034,1028.101,1686.437,1321.573,845.831,1286.592,1129.461,0.740243,0.636609,0.770458,True,20.19,5.3,8.95,3.86,2.29,1.74,1.38,1.24,1.08,8.0,12.0,10.0,61.0,110.0,99.0,0.6796,0.7666,0.8722,0.5306,0.1508,0.2878,7.0,17.0,21.0,training-validation_set_pair,0.9910324,pair
UB-UBE2D2-MARCHF5,UBE2D2,MARCHF5,P62837,Q9NX47,7.396120071411133,4.194924831390381,-65.414,-67.707,-72.691,2281.772,3037.42,2798.635,1306.878,1703.916,1438.548,974.894,1333.504,1360.087,0.751827,0.576154,0.738336,False,23.94,4.36,9.73,4.1,2.37,2.12,1.37,1.11,1.19,11.0,11.0,16.0,76.0,111.0,106.0,0.6452,0.75,0.8053,0.5112,0.3599,0.2266,9.0,21.0,20.0,training-validation_set_pair,0.86059767,pair
UB-UBE2D2-ANAPC11,UBE2D2,ANAPC11,P62837,Q9NYG5,7.176322937011719,4.003719329833984,-59.796,-82.686,-65.428,2347.889,3089.433,2744.616,1341.914,1808.578,1396.979,1005.975,1280.855,1347.637,0.812353,0.679934,0.776519,True,12.98,23.14,9.28,2.54,4.01,2.52,1.08,1.03,1.09,13.0,14.0,17.0,75.0,119.0,108.0,0.8421,0.6615,0.7897,0.6003,0.1783,0.3192,6.0,14.0,16.0,training-validation_set_pair,0.9073151,pair
UB-UBE2D2-RNF181,UBE2D2,RNF181,P62837,Q9P0P0,7.30327844619751,4.488308906555176,-51.21,-71.576,-54.515,2061.118,3157.494,2412.48,1338.808,1831.663,1252.405,722.31,1325.831,1160.075,0.806833,0.696425,0.779604,False,19.66,2.96,26.56,3.25,1.72,4.22,1.14,0.99,1.07,5.0,12.0,9.0,69.0,116.0,104.0,0.7734,0.8583,0.779,0.5802,0.2121,0.2952,11.0,16.0,16.0,training-validation_set_pair,0.98442554,pair
UB-UBE2D2-AMFR,UBE2D2,AMFR,P62837,Q9UKV5,7.39418363571167,4.119988918304443,-65.884,-77.782,-59.527,1931.283,3022.506,2535.802,1087.967,1718.027,1316.923,843.316,1304.479,1218.88,0.77257,0.666974,0.771093,True,17.28,19.5,10.12,3.24,3.0,1.88,1.21,1.13,1.1,10.0,14.0,10.0,64.0,113.0,103.0,0.772,0.7196,0.8667,0.5775,0.1427,0.273,10.0,20.0,21.0,training-validation_set_pair,0.9928415,pair
UB-UBE2D2-CBLC,UBE2D2,CBLC,P62837,Q9ULV8,7.298475742340088,3.959193229675293,-49.171,-70.996,-61.279,2151.821,3043.806,2685.049,1263.718,1628.201,1420.018,888.102,1415.605,1265.031,0.770693,0.686955,0.775651,True,15.29,7.07,10.21,3.16,2.69,2.41,1.25,1.23,1.0,9.0,14.0,13.0,78.0,119.0,109.0,0.7848,0.7558,0.7924,0.5805,0.1734,0.2748,6.0,12.0,14.0,training-validation_set_pair,0.97555304,pair
UB-UBE2D2-STUB1,UBE2D2,STUB1,P62837,Q9UNE7,7.260230541229248,4.4514641761779785,-47.742,-67.858,-48.709,1926.256,3112.2,2327.99,1094.999,1614.381,1276.648,831.257,1497.819,1051.342,0.732872,0.61614,0.75979,False,23.38,4.83,9.18,4.12,2.54,1.89,1.37,1.27,1.12,4.0,10.0,6.0,66.0,112.0,101.0,0.6573,0.6922,0.8546,0.5227,0.1541,0.3026,8.0,23.0,20.0,training-validation_set_pair,0.99595046,pair
UB-UBE2D2-TRAF6,UBE2D2,TRAF6,P62837,Q9Y4K3,7.251655101776123,4.011269092559815,-46.485,-68.132,-49.114,1923.261,2959.663,2438.727,1212.276,1771.385,1346.566,710.985,1188.278,1092.161,0.687115,0.59553,0.782435,False,20.16,5.33,10.15,4.54,2.79,1.92,1.58,1.44,1.05,5.0,10.0,9.0,73.0,115.0,101.0,0.5866,0.6429,0.8272,0.4804,0.1172,0.3526,7.0,15.0,15.0,training-validation_set_pair,0.98890215,pair
UB-UBE2D2-RNF115,UBE2D2,RNF115,P62837,Q9Y4L5,7.220971584320068,3.8611364364624015,-47.78,-73.313,-57.099,2060.86,2990.719,2566.803,1149.9,1663.027,1364.982,910.96,1327.692,1201.821,0.78405,0.668569,0.75864,True,19.73,6.43,8.3,3.67,2.64,1.78,1.22,1.14,1.09,6.0,11.0,9.0,65.0,112.0,99.0,0.7113,0.7004,0.8554,0.5515,0.1968,0.2931,11.0,23.0,23.0,training-validation_set_pair,0.9985964,pair
UB-UBE2D2-RNF114,UBE2D2,RNF114,P62837,Q9Y508,7.32311487197876,3.986594200134277,-43.206,-69.057,-58.822,1847.533,2916.987,2515.566,1070.849,1586.418,1341.794,776.683,1330.568,1173.772,0.760924,0.657229,0.770005,False,14.81,18.94,10.67,3.22,3.29,1.91,1.22,1.13,1.13,6.0,15.0,11.0,68.0,114.0,103.0,0.7552,0.6749,0.8505,0.5727,0.1852,0.2884,5.0,10.0,12.0,training-validation_set_pair,0.98722327,pair
UB-UBE2D2-TRIM17,UBE2D2,TRIM17,P62837,Q9Y577,7.202447414398193,4.047864437103272,-50.613,-70.476,-58.32,2316.225,3170.651,2733.402,1158.018,1698.544,1329.354,1158.207,1472.107,1404.049,0.775041,0.629816,0.795287,True,16.41,6.17,10.16,3.41,2.71,2.24,1.26,1.12,1.02,11.0,12.0,13.0,76.0,117.0,108.0,0.7516,0.7145,0.796,0.5627,0.2076,0.2708,6.0,12.0,15.0,training-validation_set_pair,0.9953681,pair
UB-UBE2B-RNF40,UBE2B,RNF40,P63146,O75150,8.197407722473145,5.057847499847412,-2.087,-32.923,-28.517,1255.396,3020.867,2022.089,527.932,1450.039,1031.767,727.463,1570.828,990.322,0.025515,0.0,0.115464,False,24.84,19.02,13.16,16.25,18.97,8.62,6.1,18.92,5.16,7.0,18.0,11.0,51.0,107.0,79.0,0.0245,0.0113,0.0839,0.2761,0.0202,0.1622,11.0,18.0,7.0,training-validation_set_pair,0.081436895,nonpair
UB-UBE2B-MYCBP2,UBE2B,MYCBP2,P63146,O75592,9.225774765014648,4.900913238525391,18.067,-17.279,-35.426,905.322,2579.574,1794.863,622.806,1375.814,853.608,282.516,1203.76,941.255,0.029285,0.0,0.0,False,23.64,,23.48,13.18,,16.26,4.65,,11.22,0.0,10.0,10.0,44.0,101.0,77.0,0.0414,0.0103,0.0171,0.2338,0.0186,0.0424,7.0,18.0,11.0,training-validation_set_nonpair,0.05451995,nonpair
