PDB_ID,E2_UniProtIDs,E3_UniProtIDs,Ub_UniProtIDs,Number_of_Distinct_Protein_Entities,Resolution_Method,Refinement_Resolution,Release_Date,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,E2_Gene_Names,E3_Gene_Names,ubiquitin_in_structure
9EGV,,Q9BYM8,P0CG48,2.0,X-ray refinement,2.0,11/21/2024,"CHLORIDE ION,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:RBCK1, C20orf18, RNF54, UBCE7IP3, XAP3, XAP4|2:UBC",1:RanBP-type and C3HC4-type zinc finger-containing protein 1|2:Polyubiquitin-C,1:Q9BYM8|2:P0CG48,1:2.3.2.31,,RBCK1,Yes
9EGW,,Q9BYM8,P0CG48,2.0,X-ray refinement,1.78,11/21/2024,"CHLORIDE ION,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:RBCK1, C20orf18, RNF54, UBCE7IP3, XAP3, XAP4|2:UBC",1:RanBP-type and C3HC4-type zinc finger-containing protein 1|2:Polyubiquitin-C,1:Q9BYM8|2:P0CG48,1:2.3.2.31,,RBCK1,Yes
4DBG,,"Q9BYM8, Q96EP0",,2.0,X-ray refinement,2.71,1/15/2012,,"1, 2",1:Homo sapiens|2:Homo sapiens,1:RBCK1|2:RNF31,1:RanBP-type and C3HC4-type zinc finger-containing protein 1|2:RING finger protein 31,1:Q9BYM8|2:Q96EP0,1:6.3.2.-|2:6.3.2.-,,"RBCK1,RNF31",No
2LGY,,Q9BYM8,,1.0,,,8/3/2011,,1,1:Homo sapiens,"1:RBCK1, C20orf18, RNF54, UBCE7IP3, XAP3, XAP4",1:RanBP-type and C3HC4-type zinc finger-containing protein 1,1:Q9BYM8,1:6.3.2.-,,RBCK1,No
8Q7E,,"Q8IWT3, P62877",,2.0,EM: FSC 0.143 CUT-OFF,4.4,8/16/2023,,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:CUL9, H7AP1, KIAA0708, PARC|2:RBX1, RNF75, ROC1",1:Cullin-9|2:E3 ubiquitin-protein ligase RBX1,1:Q8IWT3|2:P62877,"2:2.3.2.27,2.3.2.32",,"CUL9,RBX1",No
7M4O,,Q9NWF9,P0CG48,2.0,X-ray refinement,2.21,3/21/2021,"2-(2-METHOXYETHOXY)ETHANOL,GLYCEROL,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:RNF216, TRIAD3, UBCE7IP1, ZIN|2:UBC",1:E3 ubiquitin-protein ligase RNF216|2:Ubiquitin,1:Q9NWF9|2:P0CG48,1:2.3.2.27,,RNF216,Yes
7M4M,,Q9NWF9,P0CG48,2.0,X-ray refinement,2.39,3/21/2021,"GLYCEROL,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:RNF216, TRIAD3, UBCE7IP1, ZIN|2:UBC",1:E3 ubiquitin-protein ligase RNF216|2:Ubiquitin,1:Q9NWF9|2:P0CG48,1:2.3.2.27,,RNF216,Yes
7OD1,,O95376,,1.0,X-ray refinement,2.45,4/28/2021,ZINC ION,1,1:Homo sapiens,"1:ARIH2, ARI2, TRIAD1, HT005",1:E3 ubiquitin-protein ligase ARIH2,1:O95376,1:2.3.2.31,,ARIH2,No
7M4N,,Q9NWF9,P0CG48,2.0,X-ray refinement,2.52,3/21/2021,"GLYCEROL,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:RNF216, TRIAD3, UBCE7IP1, ZIN|2:UBC",1:E3 ubiquitin-protein ligase RNF216|2:Ubiquitin,1:Q9NWF9|2:P0CG48,1:2.3.2.27,,RNF216,Yes
4P09,,Q96EP0,,1.0,X-ray refinement,1.7,2/20/2014,,1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:6.3.2.-,,RNF31,No
7ONI,,"O95376, Q9UBF6",,4.0,EM: FSC 0.143 CUT-OFF,3.4,5/25/2021,ZINC ION,"1, 2, 3, 4",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens|4:Homo sapiens,"1:CUL5, VACM1|2:ARIH2, ARI2, TRIAD1, HT005|3:RNF7, RBX2, ROC2, SAG|4:NEDD8",1:Cullin-5|2:E3 ubiquitin-protein ligase ARIH2|3:RING-box protein 2|4:NEDD8,1:Q93034|2:O95376|3:Q9UBF6|4:Q15843,2:2.3.2.31,,"ARIH2,RNF7",No
4JUY,,Q96EP0,,1.0,X-ray refinement,2.4,3/25/2013,UNKNOWN ATOM OR ION,1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,,,RNF31,No
4LJQ,,Q96EP0,,1.0,X-ray refinement,2.45,7/5/2013,ZINC ION,1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:6.3.2.-,,RNF31,No
8Z30,,Q96EP0,,1.0,X-ray refinement,2.3,4/14/2024,"2-[(3-chloro-2-methylphenyl)amino]benzoic acid,2-[2-(2-METHOXY-ETHOXY)-ETHOXY]-ETHOXYL,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,DI(HYDROXYETHYL)ETHER",1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:2.3.2.31,,RNF31,No
6KC5,,Q96EP0,,1.0,X-ray refinement,1.543,6/27/2019,"2-[3-(2-methoxyphenyl)-3-oxidanylidene-propyl]benzoic acid,4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID,GLYCEROL,ZINC ION",1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:2.3.2.31,,RNF31,No
8Z36,,Q96EP0,,1.0,X-ray refinement,2.63,4/14/2024,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:2.3.2.31,,RNF31,No
6SC5,,Q96EP0,,2.0,X-ray refinement,2.1,7/23/2019,"CHLORIDE ION,SULFATE ION,ZINC ION,methyl 4-[(2-oxidanylidene-5,6,7,8-tetrahydro-1~{H}-quinolin-3-yl)carbonylamino]but-3-enoate","1, 2",1:Homo sapiens|2:synthetic construct,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Single domain antibody,1:Q96EP0,1:2.3.2.31,,RNF31,No
6GZY,,Q96EP0,,1.0,X-ray refinement,2.15,7/5/2018,"1,2-ETHANEDIOL,SODIUM ION,SULFATE ION,TRIETHYLENE GLYCOL,ZINC ION,methyl 4-[(2-oxidanylidene-1,5,6,7-tetrahydrocyclopenta[b]pyridin-3-yl)carbonylamino]butanoate",1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:2.3.2.27,,RNF31,No
2CT7,,Q96EP0,,1.0,,,5/23/2005,ZINC ION,1,1:Homo sapiens,1:RNF31,1:RING finger protein 31,1:Q96EP0,,,RNF31,No
6SC7,,Q96EP0,,2.0,X-ray refinement,2.56,7/23/2019,"CHLORIDE ION,SULFATE ION,ZINC ION,[2-[3-(cyclooct-4-en-1-yloxycarbonylamino)propylamino]-2-oxidanylidene-ethyl] (~{E})-4-[(2-oxidanylidene-5,6,7,8-tetrahydro-1~{H}-quinolin-3-yl)carbonylamino]but-2-enoate","1, 2",1:Homo sapiens|2:synthetic construct,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Single domain antibody,1:Q96EP0,1:2.3.2.31,,RNF31,No
6SC6,,Q96EP0,,2.0,X-ray refinement,2.25,7/23/2019,"CHLORIDE ION,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens|2:synthetic construct,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Single domain antibody,1:Q96EP0,1:2.3.2.31,,RNF31,No
6SC9,,Q96EP0,,2.0,X-ray refinement,2.47,7/23/2019,"2-[3-[2,6-bis(fluoranyl)-4-(1~{H}-pyrazol-4-yl)phenyl]-3-oxidanylidene-prop-1-enyl]-4-(1-methylpyrazol-4-yl)benzoic acid,CHLORIDE ION,SULFATE ION,ZINC ION","1, 2",1:Homo sapiens|2:synthetic construct,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Single domain antibody,1:Q96EP0,1:2.3.2.31,,RNF31,No
6SC8,,Q96EP0,,2.0,X-ray refinement,2.106,7/23/2019,"CHLORIDE ION,SULFATE ION,ZINC ION,[2-(methylamino)-2-oxidanylidene-ethyl] (~{E})-4-[(2-oxidanylidene-5,6,7,8-tetrahydro-1~{H}-quinolin-3-yl)carbonylamino]but-2-enoate","1, 2",1:Homo sapiens|2:synthetic construct,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Single domain antibody,1:Q96EP0,1:2.3.2.31,,RNF31,No
4LJP,,Q96EP0,,2.0,X-ray refinement,2.15,7/5/2013,ZINC ION,"1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Polyubiquitin-C,1:Q96EP0|2:E1B9K1,1:6.3.2.-,,RNF31,No
4LJO,,Q96EP0,,2.0,X-ray refinement,1.564,7/5/2013,"IMIDAZOLE,ZINC ION","1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Polyubiquitin-C,1:Q96EP0|2:E1B9K1,1:6.3.2.-,,RNF31,No
7V8G,,Q96EP0,,2.0,X-ray refinement,2.75,8/23/2021,ZINC ION,"1, 2",1:Shigella flexneri serotype 5a (strain M90T)|2:Homo sapiens,"1:ipaH1.4, S0283, pWR501_0283|2:RNF31",1:RING-type E3 ubiquitin transferase|2:E3 ubiquitin-protein ligase RNF31,1:Q9AFJ5|2:Q96EP0,1:2.3.2.27|2:2.3.2.31,,RNF31,No
6KC6,,Q96EP0,,1.0,X-ray refinement,2.123,6/27/2019,"2-[3-[2,6-bis(fluoranyl)-4-(1~{H}-pyrazol-4-yl)phenyl]-3-oxidanylidene-propyl]-4-(1-methylpyrazol-4-yl)benzoic acid,CHLORIDE ION,GLYCEROL,ZINC ION",1,1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:2.3.2.31,,RNF31,No
7UYJ,,Q96EP0,,2.0,X-ray refinement,2.32,5/6/2022,"AMINO GROUP,N,N'-(1,4-phenylene)diacetamide","1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Helicon FP06652,1:Q96EP0,1:6.3.2.-,,RNF31,No
7UY2,,Q96EP0,,2.0,X-ray refinement,2.51,5/6/2022,"AMINO GROUP,N,N'-(1,4-phenylene)diacetamide","1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Helicon FP06649,1:Q96EP0,1:6.3.2.-,,RNF31,No
4OYK,,Q96EP0,,2.0,X-ray refinement,2.0001,2/12/2014,CHLORIDE ION,"1, 2",1:Homo sapiens,"1:RNF31,ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Ubiquitin thioesterase otulin,1:Q96EP0|2:Q96BN8,1:6.3.2.-|2:3.4.19.12,,RNF31,No
4OYJ,,Q96EP0,,1.0,X-ray refinement,3.0,2/12/2014,SULFATE ION,1,1:Homo sapiens,"1:RNF31,ZIBRA",1:E3 ubiquitin-protein ligase RNF31,1:Q96EP0,1:6.3.2.-,,RNF31,No
7UYK,,Q96EP0,,2.0,X-ray refinement,2.7,5/6/2022,"AMINO GROUP,N,N'-(1,4-phenylene)diacetamide","1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Helicon FP06655,1:Q96EP0,1:2.3.2.31,,RNF31,No
4P0B,,Q96EP0,,2.0,X-ray refinement,2.7005,2/20/2014,,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:RNF31, ZIBRA|2:FAM105B",1:E3 ubiquitin-protein ligase RNF31|2:Ubiquitin thioesterase otulin,1:Q96EP0|2:Q96BN8,1:6.3.2.-,,RNF31,No
5LJN,,Q96EP0,,2.0,X-ray refinement,2.701,7/18/2016,"GLYCEROL,SULFATE ION","1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Spermatogenesis-associated protein 2,1:Q96EP0|2:Q9UM82,1:6.3.2.-,,RNF31,No
4OWF,,Q96EP0,,2.0,X-ray refinement,2.0,1/31/2014,ZINC ION,"1, 2",1:Mus musculus|2:Homo sapiens,"1:Ikbkg,Nemo|2:RNF31,ZIBRA",1:NF-kappa-B essential modulator|2:E3 ubiquitin-protein ligase RNF31,1:O88522|2:Q96EP0,1:6.3.2.-|2:6.3.2.-,,RNF31,No
7TV4,,Q96EP0,P0CG48,3.0,X-ray refinement,4.2,2/3/2022,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:IKBKG, FIP3, NEMO|2:UBC|3:RNF31, ZIBRA",1:NF-kappa-B essential modulator|2:Polyubiquitin-C|3:E3 ubiquitin-protein ligase RNF31,1:Q9Y6K9|2:P0CG48|3:Q96EP0,3:2.3.2.31,,RNF31,Yes
9B0B,,Q96EP0,,2.0,X-ray refinement,1.7,3/11/2024,"TETRAETHYLENE GLYCOL,TRIETHYLENE GLYCOL,ZINC ION","1, 2",1:Homo sapiens|2:Homo sapiens,"1:OPTN, FIP2, GLC1E, HIP7, HYPL, NRP|2:RNF31, ZIBRA",1:Optineurin|2:E3 ubiquitin-protein ligase RNF31,1:Q96CV9|2:Q96EP0,2:2.3.2.31,,RNF31,No
5X0W,,Q96EP0,,2.0,X-ray refinement,3.0,1/23/2017,,"1, 2",1:Homo sapiens|2:Homo sapiens,"1:RNF31, ZIBRA|2:SHARPIN, SIPL1, PSEC0216",1:E3 ubiquitin-protein ligase RNF31|2:Sharpin,1:Q96EP0|2:Q9H0F6,1:6.3.2.-,,RNF31,No
9B0Z,,Q96EP0,P0CG47,3.0,X-ray refinement,2.41,3/12/2024,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:OPTN, FIP2, GLC1E, HIP7, HYPL, NRP|2:RNF31, ZIBRA|3:UBB",1:Optineurin|2:E3 ubiquitin-protein ligase RNF31|3:Ubiquitin,1:Q96CV9|2:Q96EP0|3:P0CG47,2:2.3.2.31,,RNF31,Yes
4P0A,,Q96EP0,,2.0,X-ray refinement,2.3001,2/20/2014,,"1, 2",1:Homo sapiens,"1:RNF31, ZIBRA",1:E3 ubiquitin-protein ligase RNF31|2:Transitional endoplasmic reticulum ATPase,1:Q96EP0|2:P55072,1:6.3.2.-,,RNF31,No
9AZJ,,Q96EP0,P0CG47,3.0,X-ray refinement,3.32,3/11/2024,ZINC ION,"1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:IKBKG, FIP3, NEMO|2:RNF31, ZIBRA|3:UBB",1:NF-kappa-B essential modulator|2:E3 ubiquitin-protein ligase RNF31|3:Ubiquitin,1:Q9Y6K9|2:Q96EP0|3:P0CG47,2:2.3.2.31,,RNF31,Yes
9B12,,Q96EP0,P0CG47,3.0,X-ray refinement,1.81,3/12/2024,"4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID,CHLORIDE ION,TETRAETHYLENE GLYCOL,TRIETHYLENE GLYCOL,ZINC ION","1, 2, 3",1:Homo sapiens|2:Homo sapiens|3:Homo sapiens,"1:OPTN, FIP2, GLC1E, HIP7, HYPL, NRP|2:UBB|3:RNF31, ZIBRA",1:Optineurin|2:Ubiquitin|3:E3 ubiquitin-protein ligase RNF31,1:Q96CV9|2:P0CG47|3:Q96EP0,3:2.3.2.31,,RNF31,Yes
4LG8,,Q9UMS4,,1.0,X-ray refinement,1.89,6/27/2013,"SODIUM ION,UNKNOWN ATOM OR ION",1,1:Homo sapiens,"1:PRPF19, NMP200, PRP19, SNEV",1:Pre-mRNA-processing factor 19,1:Q9UMS4,,,PRPF19,No
7A5P,,Q9UMS4,,38.0,EM: OTHER,5.0,8/21/2020,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38",,,1:U2 snRNA|2:U5 snRNA|3:U6 snRNA|4:UNKNOWN|5:Pre-mRNA-processing-splicing factor 8|6:SNW domain-containing protein 1|7:Pre-mRNA-processing factor 17|8:Pre-mRNA-processing factor 19|9:Pre-mRNA-splicing factor SPF27|10:Cell division cycle 5-like protein|11:Pre-mRNA-splicing factor SYF1|12:Pre-mRNA-splicing factor SYF2|13:Crooked neck-like protein 1|14:Pre-mRNA-splicing factor RBM22|15:Serine/arginine repetitive matrix protein 2|16:Pre-mRNA-splicing factor CWC22 homolog|17:Intron-binding protein aquarius|18:U2 small nuclear ribonucleoprotein A'|19:U2 small nuclear ribonucleoprotein B''|20:pre-mRNA|21:Small nuclear ribonucleoprotein Sm D3|22:Small nuclear ribonucleoprotein-associated proteins B and B'|23:Small nuclear ribonucleoprotein Sm D1|24:Small nuclear ribonucleoprotein Sm D2|25:Small nuclear ribonucleoprotein E|26:Small nuclear ribonucleoprotein F|27:Small nuclear ribonucleoprotein G|28:Peptidyl-prolyl cis-trans isomerase E|29:WD repeat-containing protein 70|30:U5 small nuclear ribonucleoprotein 200 kDa helicase|31:Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16|32:Pre-mRNA-splicing factor ISY1 homolog|33:Splicing factor YJU2|34:Protein mago nashi homolog|35:RNA-binding protein 8A|36:Protein FRG1|37:Eukaryotic initiation factor 4A-III|38:Peptidylprolyl isomerase domain and WD repeat-containing protein 1,5:Q6P2Q9|6:Q13573|7:O60508|8:Q9UMS4|9:O75934|10:Q99459|11:Q9HCS7|12:O95926|13:Q9BZJ0|14:Q9NW64|15:Q9UQ35|16:Q9HCG8|17:O60306|18:P09661|19:P08579|21:P62318|22:P14678|23:P62314|24:P62316|25:P62304|26:P62306|27:P62308|28:Q9UNP9|29:Q9NW82|30:O75643|31:Q92620|32:Q9ULR0|33:Q9BW85|34:P61326|35:Q9Y5S9|36:Q14331|37:P38919|38:Q96BP3,8:2.3.2.27|17:3.6.4.13|28:5.2.1.8|30:3.6.4.13|31:3.6.4.13|37:3.6.4.13|38:5.2.1.8,,PRPF19,No
6ID0,,Q9UMS4,,32.0,X-ray refinement,2.9,9/7/2018,"GUANOSINE-5'-TRIPHOSPHATE,INOSITOL HEXAKISPHOSPHATE,MAGNESIUM ION,ZINC ION","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32",,,1:Pre-mRNA-processing-splicing factor 8|2:U5snRNA|3:116 kDa U5 small nuclear ribonucleoprotein component|4:U5 small nuclear ribonucleoprotein 40 kDa protein|5:U6snRNA|6:Crooked neck-like protein 1|7:Cell division cycle 5-like protein|8:Pre-mRNA-splicing factor SYF2|9:Protein BUD31 homolog|10:Pre-mRNA-splicing factor RBM22|11:Spliceosome-associated protein CWC15 homolog|12:SNW domain-containing protein 1|13:Peptidyl-prolyl cis-trans isomerase-like 1|14:Pleiotropic regulator 1|15:Pre-mRNA-processing factor 17|16:pre-mRNA|17:U2snRNA|18:CWF19-like protein 2|19:Pre-mRNA-splicing factor SYF1|20:Small nuclear ribonucleoprotein Sm D3|21:Small nuclear ribonucleoprotein-associated protein|22:Small nuclear ribonucleoprotein Sm D1|23:Small nuclear ribonucleoprotein Sm D2|24:Small nuclear ribonucleoprotein F|25:Small nuclear ribonucleoprotein E|26:Small nuclear ribonucleoprotein G|27:Pre-mRNA-processing factor 19|28:Pre-mRNA-splicing factor SPF27|29:U2 small nuclear ribonucleoprotein A'|30:U2 small nuclear ribonucleoprotein B''|31:RNA helicase aquarius|32:Peptidyl-prolyl cis-trans isomerase E,1:Q6P2Q9|3:Q15029|4:Q96DI7|6:Q9BZJ0|7:Q99459|8:O95926|9:P41223|10:Q9NW64|11:Q9P013|12:Q13573|13:Q9Y3C6|14:O43660|15:O60508|18:Q2TBE0|19:Q9HCS7|20:P62318|21:Q66K91|22:P62314|23:P62316|24:P62306|25:P62304|26:P62308|27:Q9UMS4|28:O75934|29:P09661|30:P08579|31:O60306|32:Q9UNP9,13:5.2.1.8|27:2.3.2.27|31:3.6.4.13|32:5.2.1.8,,PRPF19,No
6ID1,,Q9UMS4,,33.0,X-ray refinement,2.86,9/7/2018,"GUANOSINE-5'-TRIPHOSPHATE,INOSITOL HEXAKISPHOSPHATE,MAGNESIUM ION,ZINC ION","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33",,,1:Pre-mRNA-processing-splicing factor 8|2:U5snRNA|3:116 kDa U5 small nuclear ribonucleoprotein component|4:U5 small nuclear ribonucleoprotein 40 kDa protein|5:U6snRNA|6:Crooked neck-like protein 1|7:Cell division cycle 5-like protein|8:Pre-mRNA-splicing factor SYF2|9:Protein BUD31 homolog|10:Pre-mRNA-splicing factor RBM22|11:Spliceosome-associated protein CWC15 homolog|12:SNW domain-containing protein 1|13:Peptidyl-prolyl cis-trans isomerase-like 1|14:Pleiotropic regulator 1|15:Pre-mRNA-processing factor 17|16:pre-mRNA|17:U2snRNA|18:CWF19-like protein 2|19:Small nuclear ribonucleoprotein Sm D3|20:Small nuclear ribonucleoprotein-associated protein|21:Small nuclear ribonucleoprotein Sm D1|22:Small nuclear ribonucleoprotein Sm D2|23:Small nuclear ribonucleoprotein F|24:Small nuclear ribonucleoprotein E|25:Small nuclear ribonucleoprotein G|26:Pre-mRNA-processing factor 19|27:Pre-mRNA-splicing factor SPF27|28:Pre-mRNA-splicing factor SYF1|29:RNA helicase aquarius|30:Peptidyl-prolyl cis-trans isomerase E|31:U2 small nuclear ribonucleoprotein A'|32:U2 small nuclear ribonucleoprotein B''|33:Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,1:Q6P2Q9|3:Q15029|4:Q96DI7|6:Q9BZJ0|7:Q99459|8:O95926|9:P41223|10:Q9NW64|11:Q9P013|12:Q13573|13:Q9Y3C6|14:O43660|15:O60508|18:Q2TBE0|19:P62318|20:Q66K91|21:P62314|22:P62316|23:P62306|24:P62304|25:P62308|26:Q9UMS4|27:O75934|28:Q9HCS7|29:O60306|30:Q9UNP9|31:P09661|32:P08579|33:O43143,13:5.2.1.8|26:2.3.2.27|29:3.6.4.13|30:5.2.1.8|33:3.6.4.13,,PRPF19,No
5MQF,,Q9UMS4,,35.0,EM: FSC 0.143 CUT-OFF,5.9,12/20/2016,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35",,,"1:Pre-mRNA-processing-splicing factor 8|2:116 kDa U5 small nuclear ribonucleoprotein component|3:SNW domain-containing protein 1|4:Pleiotropic regulator 1|5:Pre-mRNA-processing factor 17|6:U5 small nuclear ribonucleoprotein 40 kDa protein|7:Pre-mRNA-processing factor 19|8:Pre-mRNA-splicing factor SPF27|9:Cell division cycle 5-like protein|10:Pre-mRNA-splicing factor SYF1|11:Pre-mRNA-splicing factor SYF2|12:Crooked neck-like protein 1|13:Pre-mRNA-splicing factor RBM22|14:Protein BUD31 homolog|15:Spliceosome-associated protein CWC15 homolog|16:Serine/arginine repetitive matrix protein 2|17:Pre-mRNA-splicing factor CWC22 homolog|18:Intron-binding protein aquarius|19:Peptidyl-prolyl cis-trans isomerase-like 1|20:U2 small nuclear ribonucleoprotein A'|21:U2 small nuclear ribonucleoprotein B''|22:Small nuclear ribonucleoprotein Sm D2|23:Small nuclear ribonucleoprotein F|24:Small nuclear ribonucleoprotein E|25:Small nuclear ribonucleoprotein G|26:Small nuclear ribonucleoprotein Sm D3|27:Small nuclear ribonucleoprotein-associated proteins B and B'|28:Small nuclear ribonucleoprotein Sm D1|29:Peptidyl-prolyl cis-trans isomerase E|30:Eukaryotic initiation factor 4A-III|31:ATP-dependent RNA helicase DHX8|32:MINX pre-mRNA (intron)|33:Human gene for small nuclear RNA U2 (snRNA U2)|34:Homo sapiens U5 A small nuclear RNA|35:Homo sapiens RNA, U6 small nuclear 1 (RNU6-1), small nuclear RNA",1:Q6P2Q9|2:Q15029|3:Q13573|4:O43660|5:O60508|6:Q96DI7|7:Q9UMS4|8:O75934|9:Q99459|10:Q9HCS7|11:O95926|12:Q9BZJ0|13:Q9NW64|14:P41223|15:Q9P013|16:Q9UQ35|17:Q9HCG8|18:O60306|19:Q9Y3C6|20:P09661|21:P08579|22:P62316|23:P62306|24:P62304|25:P62308|26:P62318|27:P14678|28:P62314|29:Q9UNP9|30:P38919|31:Q14562,7:6.3.2.-|19:5.2.1.8|29:5.2.1.8|30:3.6.4.13|31:3.6.4.13,,PRPF19,No
